ts,open,high,low,close,volume
2025-04-21T13:30:00Z,98.7699966430664,99.4400024414062,95.0400009155273,96.9100036621094,288501100
2025-04-22T13:30:00Z,98.7799987792969,99.8099975585938,97.2799987792969,98.8899993896484,241004800
2025-04-23T13:30:00Z,104.519996643066,104.800003051758,102.019996643066,102.709999084473,247526000
2025-04-24T13:30:00Z,103.480003356934,106.540000915527,103.110000610352,106.430000305176,220815000
2025-04-25T13:30:00Z,106.849998474121,111.919998168945,105.730003356934,111.01000213623,251064700
2025-04-28T13:30:00Z,109.690002441406,110.370002746582,106.019996643066,108.730003356934,207708500
2025-04-29T13:30:00Z,107.669998168945,110.199996948242,107.440002441406,109.019996643066,170444300
2025-04-30T13:30:00Z,104.470001220703,108.919998168945,104.080001831055,108.919998168945,235044600
2025-05-01T13:30:00Z,113.080001831055,114.940002441406,111.300003051758,111.610000610352,236121500
2025-05-02T13:30:00Z,114.180000305176,115.400001525879,113.370002746582,114.5,190194800
2025-05-05T13:30:00Z,112.910003662109,114.669998168945,112.660003662109,113.819999694824,133163200
2025-05-06T13:30:00Z,111.480003356934,114.73999786377,110.819999694824,113.540000915527,158525600
2025-05-07T13:30:00Z,113.050003051758,117.680000305176,112.279998779297,117.059997558594,206758800
2025-05-08T13:30:00Z,118.25,118.680000305176,115.849998474121,117.370002746582,198428100
2025-05-09T13:30:00Z,117.349998474121,118.230003356934,115.209999084473,116.650001525879,132972200
2025-05-12T13:30:00Z,121.970001220703,123,120.279998779297,123,225023300
2025-05-13T13:30:00Z,124.980003356934,131.220001220703,124.470001220703,129.929992675781,330430100
2025-05-14T13:30:00Z,133.199996948242,135.440002441406,131.679992675781,135.339996337891,281180800
2025-05-15T13:30:00Z,134.289993286133,136.300003051758,132.660003662109,134.830001831055,226632600
2025-05-16T13:30:00Z,136.220001220703,136.350006103516,133.460006713867,135.399993896484,226542500
2025-05-19T13:30:00Z,132.389999389648,135.869995117188,132.389999389648,135.570007324219,193154600
2025-05-20T13:30:00Z,134.289993286133,134.580001831055,132.619995117188,134.380004882813,161514200
2025-05-21T13:30:00Z,133.059997558594,137.399993896484,130.589996337891,131.800003051758,270608700
2025-05-22T13:30:00Z,132.229995727539,134.25,131.550003051758,132.830001831055,187344000
2025-05-23T13:30:00Z,130,132.679992675781,129.160003662109,131.289993286133,198821300
2025-05-27T13:30:00Z,134.149993896484,135.660003662109,133.309997558594,135.5,192953600
2025-05-28T13:30:00Z,136.029998779297,137.25,134.789993286133,134.809997558594,304021100
2025-05-29T13:30:00Z,142.25,143.490005493164,137.910003662109,139.190002441406,369241900
2025-05-30T13:30:00Z,138.720001220703,139.619995117188,132.919998168945,135.130004882813,333170900
2025-06-02T13:30:00Z,135.490005493164,138.119995117188,135.399993896484,137.380004882813,197663100
2025-06-03T13:30:00Z,138.779998779297,142,137.949996948242,141.220001220703,225578800
2025-06-04T13:30:00Z,142.190002441406,142.389999389648,139.539993286133,141.919998168945,167120800
2025-06-05T13:30:00Z,142.169998168945,144,138.830001831055,139.990005493164,231397900
2025-06-06T13:30:00Z,142.509994506836,143.270004272461,141.509994506836,141.720001220703,153986200
2025-06-09T13:30:00Z,143.190002441406,145,141.940002441406,142.630004882813,185114500
2025-06-10T13:30:00Z,142.690002441406,144.289993286133,141.529998779297,143.960006713867,155881900
2025-06-11T13:30:00Z,144.610000610352,144.990005493164,141.869995117188,142.830001831055,167694000
2025-06-12T13:30:00Z,141.970001220703,145,141.850006103516,145,162365000
2025-06-13T13:30:00Z,142.479995727539,143.580001831055,140.850006103516,141.970001220703,180820600
2025-06-16T13:30:00Z,143.350006103516,146.179992675781,143.199996948242,144.690002441406,183133700
2025-06-17T13:30:00Z,144.490005493164,145.220001220703,143.779998779297,144.119995117188,139108000
2025-06-18T13:30:00Z,144.009994506836,145.649993896484,143.119995117188,145.479995727539,161494100
2025-06-20T13:30:00Z,145.449996948242,146.199996948242,142.649993896484,143.850006103516,242956200
2025-06-23T13:30:00Z,142.5,144.779998779297,142.029998779297,144.169998168945,154308900
2025-06-24T13:30:00Z,145.559997558594,147.960006713867,145.5,147.899993896484,187566100
2025-06-25T13:30:00Z,149.270004272461,154.449996948242,149.259994506836,154.309997558594,269146500
2025-06-26T13:30:00Z,155.979995727539,156.720001220703,154,155.020004272461,198145700
2025-06-27T13:30:00Z,156.039993286133,158.710006713867,155.259994506836,157.75,263234500
2025-06-30T13:30:00Z,158.399993896484,158.660003662109,155.960006713867,157.990005493164,194580300
2025-07-01T13:30:00Z,156.289993286133,157.199996948242,151.490005493164,153.300003051758,213143600
2025-07-02T13:30:00Z,152.979995727539,157.600006103516,152.970001220703,157.25,171224100
2025-07-03T13:30:00Z,158.369995117188,160.979995727539,157.770004272461,159.339996337891,143716100
2025-07-07T13:30:00Z,158.199996948242,159.309997558594,157.339996337891,158.240005493164,140139000
2025-07-08T13:30:00Z,159.330001831055,160.220001220703,158.389999389648,160,138133000
2025-07-09T13:30:00Z,161.220001220703,164.419998168945,161.160003662109,162.880004882813,183656400
2025-07-10T13:30:00Z,164.320007324219,164.5,161.610000610352,164.100006103516,167704100
2025-07-11T13:30:00Z,163.720001220703,167.889999389648,163.470001220703,164.919998168945,193633300
2025-07-14T13:30:00Z,165.369995117188,165.490005493164,162.020004272461,164.070007324219,136975800
2025-07-15T13:30:00Z,171.190002441406,172.399993896484,169.199996948242,170.699996948242,230627400
2025-07-16T13:30:00Z,171.059997558594,171.75,168.899993896484,171.369995117188,158831500
2025-07-17T13:30:00Z,172.020004272461,174.160003662109,170.830001831055,173,160841100
2025-07-18T13:30:00Z,173.639999389648,174.25,171.259994506836,172.410003662109,146456400
2025-07-21T13:30:00Z,172.75,173.380004882813,171,171.380004882813,123126100
2025-07-22T13:30:00Z,171.339996337891,171.389999389648,164.580001831055,167.029998779297,193114300
2025-07-23T13:30:00Z,169.529998779297,171.259994506836,167.970001220703,170.779998779297,154082200
2025-07-24T13:30:00Z,172.440002441406,173.830001831055,171.300003051758,173.740005493164,128984600
2025-07-25T13:30:00Z,173.610000610352,174.720001220703,172.960006713867,173.5,122316800
2025-07-28T13:30:00Z,174.020004272461,177,173.970001220703,176.75,140023500
2025-07-29T13:30:00Z,177.960006713867,179.380004882813,175.020004272461,175.509994506836,154077500
2025-07-30T13:30:00Z,176.509994506836,179.889999389648,176.039993286133,179.270004272461,174312200
2025-07-31T13:30:00Z,182.899993896484,183.300003051758,175.929992675781,177.869995117188,221685400
2025-08-01T13:30:00Z,174.089996337891,176.539993286133,170.889999389648,173.720001220703,204529000
2025-08-04T13:30:00Z,175.160003662109,180.199996948242,174.520004272461,180,148174600
2025-08-05T13:30:00Z,179.619995117188,180.259994506836,175.899993896484,178.259994506836,156407600
2025-08-06T13:30:00Z,176.330001831055,179.899993896484,176.25,179.419998168945,137192300
2025-08-07T13:30:00Z,181.570007324219,183.880004882813,178.800003051758,180.770004272461,151878400
2025-08-08T13:30:00Z,181.550003051758,183.300003051758,180.399993896484,182.699996948242,123396700
2025-08-11T13:30:00Z,182.050003051758,183.839996337891,180.25,182.059997558594,138323200
2025-08-12T13:30:00Z,182.960006713867,184.479995727539,179.460006713867,183.160003662109,145485700
2025-08-13T13:30:00Z,182.619995117188,183.970001220703,179.350006103516,181.589996337891,179871700
2025-08-14T13:30:00Z,179.75,183.020004272461,179.460006713867,182.020004272461,129554000
2025-08-15T13:30:00Z,181.880004882813,181.899993896484,178.039993286133,180.449996948242,156602200
2025-08-18T13:30:00Z,180.600006103516,182.940002441406,180.589996337891,182.009994506836,132008000
2025-08-19T13:30:00Z,182.429992675781,182.5,175.490005493164,175.639999389648,185229200
2025-08-20T13:30:00Z,175.169998168945,176,168.800003051758,175.399993896484,215142700
2025-08-21T13:30:00Z,174.850006103516,176.899993896484,173.809997558594,174.979995727539,140040900
2025-08-22T13:30:00Z,172.610000610352,178.589996337891,171.199996948242,177.990005493164,172789400
2025-08-25T13:30:00Z,178.350006103516,181.910003662109,176.570007324219,179.809997558594,163012800
2025-08-26T13:30:00Z,180.059997558594,182.389999389648,178.809997558594,181.770004272461,168688200
2025-08-27T13:30:00Z,181.979995727539,182.490005493164,179.100006103516,181.600006103516,235518900
2025-08-28T13:30:00Z,180.820007324219,184.470001220703,176.410003662109,180.169998168945,281787800
2025-08-29T13:30:00Z,178.110000610352,178.149993896484,173.149993896484,174.179992675781,243257900
2025-09-02T13:30:00Z,170,172.380004882813,167.220001220703,170.779998779297,231164900
2025-09-03T13:30:00Z,171.059997558594,172.410003662109,168.880004882813,170.619995117188,164424900
2025-09-04T13:30:00Z,170.570007324219,171.860000610352,169.410003662109,171.660003662109,141670100
2025-09-05T13:30:00Z,168.029998779297,169.029998779297,164.070007324219,167.020004272461,224441400
2025-09-08T13:30:00Z,167.550003051758,170.960006713867,167.350006103516,168.309997558594,163769100
2025-09-09T13:30:00Z,169.089996337891,170.979995727539,166.740005493164,170.759994506836,157548400
2025-09-10T13:30:00Z,176.639999389648,179.289993286133,175.470001220703,177.330001831055,226852000
2025-09-11T13:30:00Z,179.679992675781,180.279998779297,176.479995727539,177.169998168945,151159300
2025-09-12T13:30:00Z,177.770004272461,178.600006103516,176.449996948242,177.820007324219,124911000
2025-09-15T13:30:00Z,175.669998168945,178.850006103516,174.509994506836,177.75,147061600
2025-09-16T13:30:00Z,177,177.5,174.380004882813,174.880004882813,140737800
2025-09-17T13:30:00Z,172.639999389648,173.199996948242,168.410003662109,170.289993286133,211843800
2025-09-18T13:30:00Z,173.979995727539,177.100006103516,172.960006713867,176.240005493164,191763300
